Time,Int_Batt_Voltage
388.989,3.95800018310547
390.039,3.96400022506714
391.089,3.96400022506714
392.139,3.96600008010864
393.189,3.96400022506714
394.239,3.96200013160706
395.289,3.96200013160706
396.339,3.96200013160706
397.389,3.96000027656555
398.439,3.96200013160706
399.489,3.96000027656555
400.539,3.96000027656555
401.589,3.96000027656555
402.639,3.96200013160706
403.689,3.96200013160706
404.739,3.96200013160706
405.789,3.96200013160706
406.839,3.96000027656555
407.889,3.96000027656555
408.939,3.96000027656555
409.989,3.96200013160706
411.039,3.96000027656555
412.089,3.96000027656555
413.139,3.96000027656555
414.189,3.96200013160706
415.239,3.96200013160706
416.289,3.96000027656555
417.339,3.96200013160706
418.389,3.96200013160706
419.439,3.96000027656555
420.489,3.96000027656555
421.539,3.96200013160706
422.589,3.96000027656555
423.639,3.95800018310547
424.689,3.95800018310547
425.739,3.94200015068054
426.789,3.94000029563904
427.839,3.93800020217896
428.889,3.93800020217896
429.939,3.94000029563904
430.989,3.93800020217896
432.039,3.93600010871887
433.089,3.94000029563904
434.139,3.93800020217896
435.189,3.93800020217896
436.239,3.94000029563904
437.289,3.93800020217896
438.339,3.93800020217896
439.389,3.94000029563904
